名稱,類別,基礎ATK/DEF,基礎穩定度,屬性分類,屬性名稱,屬性值1,屬性值2,說明
,,,,,materials,"大馬士革礦石#10,流沙結晶#5,金屬#100,獸品#50",,
弦月刀,單手劍,70,80,stats,agi,3%,,
,,,,,atk,2%,,
,,,,,dodge,4%,,
,,,,,critical_rate,13,,
,,,,obtain,type,mobs,,
,,,,,name,石蠍,,
,,,,,map,砂石梯層,,
短劍,單手劍,10,80,obtain,type,mobs,,
,,,,,name,皮可,,
,,,,,map,萊卡平原,,
短劍,單手劍,10,80,obtain,type,smith,,
,,,,recipe,item_level,1,,
,,,,,item_difficulty,1,,
,,,,,cost,5,,
,,,,,potential,?,,
,,,,,materials,金屬#3,,
士兵劍,單手劍,125,80,stats,accuracy,8,,
,,,,,critical_damage,4,,
,,,,,element_earth,1,,
,,,,,physical_barrier,1000,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,95,,
,,,,,item_difficulty,100,,
,,,,,cost,500,,
,,,,,potential,31,,
,,,,,materials,"曲線刀#20,裂開的石皮#20,金屬#150,獸品#100",,
士兵劍,單手劍,125,80,stats,accuracy,8,,
,,,,,critical_damage,4,,
,,,,,element_earth,1,,
,,,,,physical_barrier,800,,
,,,,obtain,type,mobs,,
,,,,,name,受詛咒的魔劍,,
,,,,,map,辛戈拉勒遺跡．1樓,,
,,,,obtain,type,mobs,,
,,,,,name,受詛咒的魔劍,,
,,,,,map,辛戈拉勒遺跡．2樓,,
,,,,obtain,type,mobs,,
,,,,,name,受詛咒的魔劍,,
,,,,,map,辛戈拉勒遺跡．3樓,,
罪人劍,單手劍,61,80,stats,atk,2%,,
,,,,,matk,1%,,
,,,,,accuracy,20,,
,,,,,aliment_resistance,2,,
,,,,,element_dark,1,,
,,,,obtain,type,boss,,
,,,,,name,惡魔之門,,
,,,,,map,薩哈姆陷落地帶,,
罪人劍,單手劍,61,80,stats,atk,2%,,
,,,,,accuracy,15,,
,,,,,aliment_resistance,1,,
,,,,,element_dark,1,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,50,,
,,,,,item_difficulty,55,,
,,,,,cost,550,,
,,,,,potential,23,,
,,,,,materials,"門魔的魔爪#1,羅諾戈石材#25,金屬#350,獸品#200",,
印第安戰斧,單手劍,120,40,stats,magic_resistance,5,,
,,,,,critical_rate,6,,
,,,,,long_range_damage,4,,
,,,,obtain,type,mini_boss,,
,,,,,name,巨型兵,,
,,,,,map,薩哈姆陷落地帶,,
霹哩啪啦鎚,單手劍,125,,stats,critical_rate,100,,
,,,,,critical_damage,-150,,
,,,,obtain,type,mini_boss,,
,,,,,name,闇夜波多姆,,
,,,,,map,起始庭院,,
晴風刺劍,單手劍,145,90,stats,aspd,500,,
,,,,,critical_rate,10,,
,,,,,element_wind,1,,
,,,,,short_range_damage,4,,
,,,,obtain,type,mobs,,
,,,,,name,魔十字馬其納,,
,,,,,map,阿爾堤玫亞宮殿．倉庫區1,,
,,,,obtain,type,mobs,,
,,,,,name,魔十字馬其納,,
,,,,,map,阿爾堤玫亞宮殿．倉庫區2,,
,,,,obtain,type,mobs,,
,,,,,name,魔十字馬其納,,
,,,,,map,阿爾堤玫亞宮殿．戴米馬其納格納庫,,
晴風刺劍,單手劍,145,90,stats,aspd,250,,
,,,,,critical_rate,20,,
,,,,,element_wind,1,,
,,,,,short_range_damage,4,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,115,,
,,,,,item_difficulty,120,,
,,,,,cost,600,,
,,,,,potential,34,,
,,,,,materials,"碎裂水晶#5,尖銳利牙#20,金屬#150,獸品#150",,
札哈克之劍,單手劍,180,80,stats,dex,4%,,
,,,,,max_hp,10%,,
,,,,,atk,5%,,
,,,,,critical_rate,5,,
,,,,,element_light,1,,
,,,,,physical_barrier,1000,,
,,,,,fractional_barrier,2,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,125,,
,,,,,item_difficulty,130,,
,,,,,cost,1300,,
,,,,,potential,36,,
,,,,,materials,"雙頭龍心臟#1,雙頭龍尾#2,金屬#1000,獸品#300",,
札哈克之劍,單手劍,180,80,stats,dex,2%,,
,,,,,max_hp,10%,,
,,,,,atk,5%,,
,,,,,critical_rate,10,,
,,,,,element_light,1,,
,,,,,physical_barrier,1000,,
,,,,,fractional_barrier,6,,
,,,,obtain,type,boss,,
,,,,,name,札哈克馬其納,,
,,,,,map,路菲那斯宅邸內．大廳,,
1周年巨劍,雙手劍,43,70,stats,str,1%,,
,,,,,critical_rate,3,,
,,,,,guard_rate,2,,
,,,,,short_range_damage,1,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,1,,
,,,,,item_difficulty,25,,
,,,,,cost,10,,
,,,,,potential,19,,
,,,,,materials,1周年銅牌#20,,
1周年巨劍 III,雙手劍,130,70,stats,str,3%,,
,,,,,critical_rate,9,,
,,,,,guard_rate,6,,
,,,,,short_range_damage,3,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,50,,
,,,,,item_difficulty,70,,
,,,,,cost,1000,,
,,,,,potential,27,,
,,,,,materials,1周年金牌#20,,
1周年巨劍 II,雙手劍,82,70,stats,str,2%,,
,,,,,critical_rate,6,,
,,,,,guard_rate,4,,
,,,,,short_range_damage,2,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,25,,
,,,,,item_difficulty,50,,
,,,,,cost,100,,
,,,,,potential,23,,
,,,,,materials,1周年銀牌#20,,
2周年巨劍,雙手劍,43,70,stats,str,1%,,
,,,,,critical_rate,3,,
,,,,,guard_rate,2,,
,,,,,short_range_damage,1,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,1,,
,,,,,item_difficulty,25,,
,,,,,cost,10,,
,,,,,potential,19,,
,,,,,materials,2周年銅牌#20,,
2周年巨劍 II,雙手劍,82,70,stats,str,2%,,
,,,,,critical_rate,6,,
,,,,,guard_rate,4,,
,,,,,short_range_damage,2,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,25,,
,,,,,item_difficulty,50,,
,,,,,cost,100,,
,,,,,potential,23,,
,,,,,materials,2周年銀牌#20,,
2周年巨劍 III,雙手劍,130,70,stats,str,3%,,
,,,,,critical_rate,9,,
,,,,,guard_rate,6,,
,,,,,short_range_damage,3,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,50,,
,,,,,item_difficulty,75,,
,,,,,cost,1000,,
,,,,,potential,27,,
,,,,,materials,2周年金牌#20,,
2周年巨劍 IV,雙手劍,175,70,stats,str,4%,,
,,,,,critical_rate,12,,
,,,,,guard_rate,8,,
,,,,,short_range_damage,4,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,75,,
,,,,,item_difficulty,100,,
,,,,,cost,2000,,
,,,,,potential,30,,
,,,,,materials,"2周年銀牌．波姆#20,金屬#100",,
2周年巨劍 V,雙手劍,213,70,stats,str,5%,,
,,,,,critical_rate,15,,
,,,,,guard_rate,10,,
,,,,,short_range_damage,5,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,100,,
,,,,,item_difficulty,125,,
,,,,,cost,4000,,
,,,,,potential,32,,
,,,,,materials,"2周年金牌．波姆#20,金屬#200",,
3周年巨劍,雙手劍,43,70,stats,str,1%,,
,,,,,critical_rate,3,,
,,,,,guard_rate,2,,
,,,,,short_range_damage,1,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,1,,
,,,,,item_difficulty,25,,
,,,,,cost,10,,
,,,,,potential,19,,
,,,,,materials,3周年銅牌#20,,
3周年巨劍 II,雙手劍,82,70,stats,str,2%,,
,,,,,critical_rate,6,,
,,,,,guard_rate,4,,
,,,,,short_range_damage,2,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,25,,
,,,,,item_difficulty,50,,
,,,,,cost,100,,
,,,,,potential,23,,
,,,,,materials,3周年銀牌#20,,
3周年巨劍 III,雙手劍,130,70,stats,str,3%,,
,,,,,critical_rate,9,,
,,,,,guard_rate,6,,
,,,,,short_range_damage,3,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,50,,
,,,,,item_difficulty,75,,
,,,,,cost,1000,,
,,,,,potential,27,,
,,,,,materials,3周年金牌#20,,
3周年巨劍 IV,雙手劍,175,70,stats,str,4%,,
,,,,,critical_rate,12,,
,,,,,guard_rate,8,,
,,,,,short_range_damage,4,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,75,,
,,,,,item_difficulty,100,,
,,,,,cost,2000,,
,,,,,potential,?,,
,,,,,materials,"3周年獎牌．波姆#20,金屬#100",,
3周年巨劍 V,雙手劍,213,70,stats,str,5%,,
,,,,,critical_rate,15,,
,,,,,guard_rate,10,,
,,,,,short_range_damage,5,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,95,,
,,,,,item_difficulty,125,,
,,,,,cost,3000,,
,,,,,potential,?,,
,,,,,materials,"3周年銅牌．波姆#20,金屬#150",,
3周年巨劍 VI,雙手劍,268,70,stats,str,6%,,
,,,,,critical_rate,15,,
,,,,,guard_rate,12,,
,,,,,short_range_damage,6,,
,,,,,guard_break,3,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,110,,
,,,,,item_difficulty,140,,
,,,,,cost,4000,,
,,,,,potential,?,,
,,,,,materials,"3周年銀牌．波姆#20,金屬#200",,
3周年巨劍 VII,雙手劍,313,70,stats,str,6%,,
,,,,,critical_rate,15,,
,,,,,guard_rate,14,,
,,,,,short_range_damage,6,,
,,,,,guard_break,6,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,130,,
,,,,,item_difficulty,155,,
,,,,,cost,5000,,
,,,,,potential,?,,
,,,,,materials,"3周年金牌．波姆#20,金屬#250",,
翠風之刃,雙手劍,298,70,stats,accuracy,10%,,
,,,,,wind_resistance,15,,
,,,,,element_wind,1,,
,,,,,atr_up_dex,100,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,135,,
,,,,,item_difficulty,140,,
,,,,,cost,700,,
,,,,,potential,37,,
,,,,,materials,"碧綠結晶片#5,恩澤之神的石材#20,金屬#200,木材#150",,
狂暴劍,雙手劍,109,70,stats,max_hp,-24%,,
,,,,,atk,2%,,
,,,,,accuracy,10,,
,,,,,aspd,500,,
,,,,,motion_speed,2,,
,,,,obtain,type,boss,,
,,,,,name,蒙面戰士,,
,,,,,map,莊園開墾地．高臺,,
狂暴劍,雙手劍,109,70,stats,max_hp,-12%,,
,,,,,atk,2%,,
,,,,,accuracy,10,,
,,,,,aspd,250,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,60,,
,,,,,item_difficulty,65,,
,,,,,cost,650,,
,,,,,potential,25,,
,,,,,materials,"#3,牢固的重鎖#2,金屬#500,獸品#150",,
磐骨刀,雙手劍,66,70,stats,mdef,6%,,
,,,,,critical_damage,1,,
,,,,,element_wind,1,,
,,,,obtain,type,mobs,,
,,,,,name,劍士人偶,,
,,,,,map,新月鬼殿,,
,,,,obtain,type,mobs,,
,,,,,name,劍士人偶,,
,,,,,map,新月鬼殿．第一室,,
磐骨刀,雙手劍,66,70,stats,mdef,9%,,
,,,,,critical_damage,2,,
,,,,,element_wind,1,,
,,,,obtain,type,smith,,
,,,,obtain,type,quest,,
,,,,,name,陷落地帶的大群生物,,
,,,,,npc,尤尼斯,,
,,,,,map,索菲亞街道,,
,,,,recipe,item_level,35,,
,,,,,item_difficulty,40,,
,,,,,cost,200,,
,,,,,potential,?,,
,,,,,materials,"裂開的棍棒#30,鋸刀#20,獸品#100,木材#50",,
哥布林老大的劍,雙手劍,51,70,stats,max_hp,8%,,
,,,,,critical_damage,8%,,
,,,,,guard_rate,8,,
,,,,obtain,type,boss,,
,,,,,name,哥布林老大 (馬奇史東之路 2016),,
,,,,,map,活動,,
哥布林老大的劍,雙手劍,51,70,stats,critical_damage,4%,,
,,,,,guard_rate,4,,
,,,,obtain,type,boss,,
,,,,,name,哥布林老大,,
,,,,,map,里比可洞窟．最深處,,
寶石獸巨劍,雙手劍,346,90,stats,magic_resistance,25,,
,,,,,critical_rate,75,,
,,,,,magical_barrier,5000,,
,,,,obtain,type,mini_boss,,
,,,,,name,寶石獸,,
,,,,,map,眾神之殿．造物神域,,
name,雙手劍,190,70,stats,max_hp,4000,,
,,,,,aggro,80,,
,,,,,attack_mp_recovery,20,,
巧克力棒,雙手劍,163,60,stats,max_hp,1000,,
,,,,,critical_rate,30,,
,,,,,fire_resistance,-30,,
,,,,,stronger_against_neutral,15,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,40,,
,,,,,potential,?,,
,,,,,materials,"巧克力碎片#9,神秘可可#3,魔素#40",,
弧刃巨劍,雙手劍,270,70,stats,dodge,30,,
,,,,,aspd,750,,
,,,,,element_light,1,,
,,,,,short_range_damage,5,,
,,,,obtain,type,mobs,,
,,,,,name,怪怪貍,,
,,,,,map,庫洛奈森林．北部．第1區,,
,,,,obtain,type,mobs,,
,,,,,name,冰城魔鐘,,
,,,,,map,諾耶莉爾城．入口 (120-140),,
絕望巨闕,雙手劍,164,,stats,def,-25%,,
,,,,,accuracy,-4%,,
,,,,,critical_damage,4,,
,,,,,element_dark,1,,
,,,,,attack_mp_recovery,3,,
,,,,obtain,type,mobs,,
,,,,,name,詭譎的觸手,,
,,,,,map,普原生素體．第1區,,
,,,,obtain,type,mobs,,
,,,,,name,詭譎的觸手,,
,,,,,map,普原生素體．第2區,,
,,,,obtain,type,mobs,,
,,,,,name,冰城魔鐘,,
,,,,,map,諾耶莉爾城．入口 (100-120),,
,,,,obtain,type,mobs,,
,,,,,name,Ice Evil Clocl,,
,,,,,map,諾耶莉爾城．2樓 (100-120),,
絕望巨闕,雙手劍,164,70,stats,def,-30%,,
,,,,,accuracy,-4%,,
,,,,,critical_damage,4,,
,,,,,element_dark,1,,
,,,,,attack_mp_recovery,4,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,85,,
,,,,,item_difficulty,90,,
,,,,,cost,450,,
,,,,,potential,?,,
,,,,,materials,"異形刀刃#5,漆黑的巨盾碎片 #20,黑魔菇#20,金屬#225",,
沙漠之煞,雙手劍,124,75,stats,max_mp,50,,
,,,,,atk,3%,,
,,,,,magic_resistance,6,,
,,,,,critical_damage,1,,
,,,,,unsheathe_attack,200,,
,,,,obtain,type,boss,,
,,,,,name,葛瓦,,
,,,,,map,阿卡克廢城．城外荒郊,,
沙漠之煞,雙手劍,124,75,stats,max_mp,150,,
,,,,,atk,3%,,
,,,,,magic_resistance,12,,
,,,,,critical_damage,1,,
,,,,,unsheathe_attack,20,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,70,,
,,,,,item_difficulty,75,,
,,,,,cost,750,,
,,,,,potential,?,,
,,,,,materials,"葛瓦的面具碎片#3,葛瓦的護肩#2,金屬#400,木材#350",,
春櫻巨劍,雙手劍,240,70,stats,str,4%,,
,,,,,dark_resistance,10,,
,,,,,element_light,1,,
,,,,,attack_mp_recovery,5,,
,,,,,short_range_damage,4,,
,,,,,unsheathe_attack_multiplier,4,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,1000,,
,,,,,potential,?,,
,,,,,materials,"櫻花水晶#26,潮濕的櫻樹枝#1,蝕櫻黑羽#1,金屬#90",,
曲曲劍,雙手劍,100,70,stats,physical_pierce,10,,
,,,,,critical_damage,2,,
,,,,,attack_mp_recovery,2,,
,,,,obtain,type,mobs,,
,,,,,name,長頸龍,,
,,,,,map,阿卡克廢城．第2區,,
,,,,obtain,type,mobs,,
,,,,,name,長頸龍,,
,,,,,map,阿卡克廢城．第1區,,
,,,,obtain,type,mobs,,
,,,,,name,菱紋企鵝,,
,,,,,map,納維達市街．十字路口 (60-80),,
,,,,obtain,type,mobs,,
,,,,,name,菱紋企鵝,,
,,,,,map,納維達市街．西  (60-80),,
,,,,obtain,type,mobs,,
,,,,,name,菱紋企鵝,,
,,,,,map,納維達市街．東 (60-80),,
曲曲劍,雙手劍,100,70,stats,physical_pierce,10,,
,,,,,critical_damage,3,,
,,,,,attack_mp_recovery,1,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,55,,
,,,,,item_difficulty,60,,
,,,,,cost,300,,
,,,,,potential,24,,
,,,,,materials,"亂掉的時針#20,硬質剪#15,金屬#100,木材#50",,
焰心劍,雙手劍,140,70,stats,critical_rate,10,,
,,,,,water_resistance,-10,,
,,,,,element_fire,1,,
,,,,,attack_mp_recovery,3,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,75,,
,,,,,item_difficulty,80,,
,,,,,cost,400,,
,,,,,potential,28,,
,,,,,materials,"昇華石材#6,昇華寶石#3,炙熱洋蔥#1,金屬#200",,
焰心劍,雙手劍,140,70,stats,critical_rate,10,,
,,,,,water_resistance,-5,,
,,,,,element_fire,1,,
,,,,,attack_mp_recovery,1,,
,,,,obtain,type,mobs,,
,,,,,name,鏽蝕騎士,,
,,,,,map,轉生泉．中層,,
,,,,obtain,type,mobs,,
,,,,,name,鏽蝕騎士,,
,,,,,map,轉生泉．上層,,
,,,,obtain,type,mobs,,
,,,,,name,鏽蝕騎士,,
,,,,,map,轉生泉．下層,,
斬首劍,雙手劍,82,70,stats,atk,2%,,
,,,,,physical_pierce,10,,
,,,,,def,20,,
,,,,,guard_rate,15,,
,,,,obtain,type,mobs,,
,,,,,name,拉莫,,
,,,,,map,法比索疆域,,
斬首劍,雙手劍,82,70,stats,atk,2%,,
,,,,,physical_pierce,15,,
,,,,,def,20,,
,,,,,guard_rate,10,,
,,,,obtain,type,smith,,
,,,,obtain,type,quest,,
,,,,,name,船夫工具,,
,,,,,npc,霍夫,,
,,,,,map,索菲亞街道,,
,,,,recipe,item_level,45,,
,,,,,item_difficulty,50,,
,,,,,cost,250,,
,,,,,potential,23,,
,,,,,materials,"異界手腕#15,墨色礦石#30,金屬#100,木材#25",,
寒冰劍錸牡,雙手劍,151,80,stats,max_hp,300,,
,,,,,physical_pierce,5,,
,,,,,element_water,1,,
,,,,,additional_magic,125,,
,,,,,atk_up_int,1,,
,,,,,atr_down_dex,1,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,80,,
,,,,,item_difficulty,85,,
,,,,,cost,850,,
,,,,,potential,28,,
,,,,,materials,"冰凍玫瑰#1,薄暮巨龍的藍翼#5,魔晶獸豪爪#3,魔素#425",,
黃金巨闕,雙手劍,40,80,stats,int,3,,
,,,,,max_hp,250,,
,,,,,accuracy,5,,
,,,,,aspd,250,,
,,,,,guard_rate,5,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,100,,
,,,,,potential,?,,
,,,,,materials,"金色蘋果#1,金屬#50,木材#30,魔素#10",,
銀鐵巨劍,雙手劍,37,70,stats,max_hp,200,,
,,,,,def,30%,,
,,,,obtain,type,mobs,,
,,,,,name,哥布林（單手劍）,,
,,,,,map,里比可洞窟．第1區,,
,,,,obtain,type,mobs,,
,,,,,name,哥布林（單手劍）,,
,,,,,map,里比可洞窟．第2區,,
,,,,obtain,type,mobs,,
,,,,,name,哥布林（單手劍）,,
,,,,,map,里比可洞窟．第3區,,
,,,,obtain,type,mobs,,
,,,,,name,哥布林（單手劍）,,
,,,,,map,里比可洞窟．最深處,,
銀鐵巨劍,雙手劍,37,70,stats,max_hp,500,,
,,,,,def,30,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,15,,
,,,,,item_difficulty,20,,
,,,,,cost,100,,
,,,,,potential,?,,
,,,,,materials,"缺損的金屬#25,尼賽爾木材#15,金屬#50",,
秋鐮,雙手劍,120,70,stats,atk,2%,,
,,,,,accuracy,20,,
,,,,,attack_mp_recovery,3,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,65,,
,,,,,item_difficulty,70,,
,,,,,cost,350,,
,,,,,potential,?,,
,,,,,materials,"哥布林的巨爪#1,斷裂鐮刀#20,金屬#150,木材#25",,
秋鐮,雙手劍,120,70,stats,atk,2%,,
,,,,,accuracy,15,,
,,,,,attack_mp_recovery,2,,
,,,,obtain,type,mobs,,
,,,,,name,貝殼海怪,,
,,,,,map,彼岸黃泉．第1區,,
,,,,obtain,type,mobs,,
,,,,,name,貝殼海怪,,
,,,,,map,彼岸黃泉．第2區,,
,,,,obtain,type,mobs,,
,,,,,name,貝殼海怪,,
,,,,,map,彼岸黃泉．第3區,,
燃燒南瓜戰,雙手劍,150,2,stats,accuracy,-666,,
,,,,,critical_rate,100,,
,,,,,element_fire,1,,
,,,,,guard_break,25,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,100,,
,,,,,potential,?,,
,,,,,materials,南瓜鑽石#10,,
重劍,雙手劍,25,70,stats,accuracy,-6%,,
,,,,,critical_damage,4%,,
,,,,obtain,type,mobs,,
,,,,,name,寇比,,
,,,,,map,伊庫耳湖沼區,,
重劍,雙手劍,25,70,stats,accuracy,-5%,,
,,,,,critical_damage,5%,,
,,,,obtain,type,smith,,
,,,,obtain,type,quest,,
,,,,,name,此仇不報非君子,,
,,,,,npc,尤尼斯,,
,,,,,map,索菲亞街道,,
,,,,recipe,item_level,5,,
,,,,,item_difficulty,10,,
,,,,,cost,50,,
,,,,,potential,?,,
,,,,,materials,"厚鳥喙#20,金屬#20",,
重劍．高潔,雙手劍,360,70,stats,max_hp,10000,,
,,,,,accuracy,100,,
,,,,,fractional_barrier,20,,
,,,,obtain,type,boss,,
,,,,,name,製作人化身,,
,,,,,map,活動,,
,,,,,dye,A1B38C1,,
鐵劍,雙手劍,15,70,stats,critical_rate,5,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,1,,
,,,,,item_difficulty,1,,
,,,,,cost,5,,
,,,,,potential,?,,
,,,,,materials,小劍柄#20,,
狂鐵蟹大劍,雙手劍,90,70,stats,max_hp,500,,
,,,,,physical_resistance,3,,
,,,,,critical_damage,3,,
,,,,,element_earth,1,,
,,,,obtain,type,boss,,
,,,,,name,甘瑞夫,,
,,,,,map,斯卡羅街區．最深處,,
狂鐵蟹大劍,雙手劍,90,70,stats,max_hp,750,,
,,,,,physical_resistance,1,,
,,,,,critical_damage,1,,
,,,,,element_earth,1,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,50,,
,,,,,item_difficulty,55,,
,,,,,cost,550,,
,,,,,potential,?,,
,,,,,materials,"礦質鉗#1,甲殼鋼#4,金屬#500",,
狂熱之刃,雙手劍,300,70,stats,aspd,-1000,,
,,,,,critical_damage,10%,,
,,,,,attack_mp_recovery,20,,
,,,,,short_range_damage,5,,
,,,,obtain,type,mini_boss,,
,,,,,name,奧狄隆馬其納,,
,,,,,map,大型戴米馬其納製造廠．第2區,,
皇女大劍,雙手劍,344,65,stats,max_hp,1000,,
,,,,,atk,6%,,
,,,,,critical_rate,25,,
,,,,,aggro,-15,,
,,,,,element_fire,1,,
,,,,obtain,type,boss,,
,,,,,name,薇芮娜．寇珥連生體,,
,,,,,map,阿爾堤玫亞宮殿．皇座之殿,,
皇女大劍,雙手劍,344,65,stats,max_hp,3000,,
,,,,,atk,6%,,
,,,,,critical_rate,20,,
,,,,,aggro,-10,,
,,,,,element_fire,1,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,140,,
,,,,,item_difficulty,145,,
,,,,,cost,1450,,
,,,,,potential,38,,
,,,,,materials,"怪物皇帝的飾片#2,怪物皇帝的結晶#3,金屬#1000,魔素#450",,
大刀,雙手劍,50,70,stats,atk,1%,,
,,,,,accuracy,-9,,
,,,,,critical_rate,8,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,25,,
,,,,,item_difficulty,30,,
,,,,,cost,150,,
,,,,,potential,?,,
,,,,,materials,"尖牙#30,折損的刀刃#20,金屬#60,木材#15",,
大刀,雙手劍,50,70,stats,atk,1%,,
,,,,,accuracy,-3,,
,,,,,critical_rate,4,,
,,,,obtain,type,mobs,,
,,,,,name,地獄獵犬,,
,,,,,map,斯卡羅街區．第1區,,
,,,,obtain,type,mobs,,
,,,,,name,地獄獵犬,,
,,,,,map,斯卡羅街區．第2區,,
,,,,obtain,type,quest,,
,,,,,name,角與罰,,
,,,,,npc,雷菲娜,,
,,,,,map,索菲亞街道,,
鬼之鐵棒,雙手劍,100,45,stats,str,10,,
,,,,,max_hp,100,,
,,,,,aspd,-20%,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,10,,
,,,,,potential,?,,
,,,,,materials,"金屬#50,木材#25",,
戰令之劍,雙手劍,290,70,stats,max_hp,2000,,
,,,,,accuracy,30%,,
,,,,,aspd,400,,
,,,,,stronger_against_neutral,25,,
,,,,obtain,type,boss,,
,,,,,name,歐勒拉夫,,
,,,,,map,阿爾堤玫亞宮殿．大廊,,
戰令之劍,雙手劍,290,70,stats,max_hp,2000,,
,,,,,accuracy,20%,,
,,,,,aspd,200,,
,,,,,stronger_against_neutral,25,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,130,,
,,,,,item_difficulty,135,,
,,,,,cost,1350,,
,,,,,potential,37,,
,,,,,materials,"以太金屬#1,黑騎士長的腰帶#1,黑騎士長的勳章#1,金屬#1350",,
櫻花長劍,雙手劍,100,70,stats,max_mp,100,,
,,,,,critical_rate,10,,
,,,,,critical_damage,1,,
,,,,,critical_damage,1%,,
,,,,,element_light,1,,
,,,,,attack_mp_recovery,1,,
,,,,,short_range_damage,1,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,100,,
,,,,,potential,?,,
,,,,,materials,"櫻花寶石#50,折斷的櫻樹枝#1,櫻色水晶片#1,金屬#30",,
櫻花長劍,雙手劍,100,70,stats,max_mp,200,,
,,,,,critical_rate,10,,
,,,,,critical_damage,2,,
,,,,,element_light,1,,
,,,,,attack_mp_recovery,3,,
,,,,,short_range_damage,4,,
,,,,,weapon_atk,450,,
,,,,obtain,type,boss,,
,,,,,name,滅基亞 (Nightmare),,
,,,,,map,"櫻雲城．天守閣頂層 ",,
,,,,,dye,A?B?,,
櫻花燈大劍,雙手劍,330,70,stats,atk,6%,,
,,,,,stronger_against_earth,25,,
,,,,,aliment_resistance,5,,
,,,,,element_earth,1,,
,,,,,attack_mp_recovery,10,,
,,,,,fractional_barrier,15,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,2000,,
,,,,,potential,?,,
,,,,,materials,"櫻雲輝石#25,墨色櫻樹枝#1,櫻花瓣#1,金屬#60",,
封印刃,雙手劍,187,70,stats,stronger_against_neutral,25,,
,,,,,physical_barrier,800,,
,,,,,magical_barrier,800,,
,,,,obtain,type,mobs,,
,,,,,name,督促時鐘,,
,,,,,map,巨型水晶工廠．1樓,,
封印刃,雙手劍,187,70,stats,stronger_against_neutral,25,,
,,,,,physical_barrier,1200,,
,,,,,magical_barrier,1200,,
,,,,obtain,type,smith,,
,,,,obtain,type,mobs,,
,,,,,name,督促時鐘,,
,,,,,map,巨型水晶工廠．2樓,,
,,,,obtain,type,mobs,,
,,,,,name,督促時鐘,,
,,,,,map,巨型水晶工廠．3樓,,
,,,,obtain,type,mobs,,
,,,,,name,國王企鵝,,
,,,,,map,納維達市街．十字路口 (100-120),,
,,,,obtain,type,mobs,,
,,,,,name,國王企鵝,,
,,,,,map,納維達市街．東 (100-120),,
,,,,obtain,type,mobs,,
,,,,,name,國王企鵝,,
,,,,,map,納維達市街．西 (100-120),,
,,,,recipe,item_level,95,,
,,,,,item_difficulty,100,,
,,,,,cost,500,,
,,,,,potential,31,,
,,,,,materials,"變型的刀刃#20,濃稠重油#5,金屬#175,獸品#75",,
盟友巨劍,雙手劍,222,70,stats,max_hp,1500,,
,,,,,guard_power,25,,
,,,,,guard_rate,25,,
,,,,,element_earth,1,,
,,,,,attack_mp_recovery,10,,
